x1,x2,class
-2.5601325332490346,1.2372095145106394,1
6.018613003773858,6.135710922322305,0
-1.071651367161314,1.861930194287974,1
10.356209585712076,5.408541845994149,0
-5.291014955769213,-1.4722525257157972,1
-2.7952850798408573,2.8037283357132834,1
1.9269849145158657,4.544813998681407,0
1.3877003534566175,3.5896595682249783,1
7.051856531910522,3.298484236797904,0
-4.703092790937923,-3.3632437996795277,1
7.4751557649701,3.583040056193191,0
-3.533488588488378,0.3525496029891697,1
-1.8658279119624706,1.0521105402409678,1
6.07675420172351,4.3495876211099125,0
6.53696282609295,3.7507015829232255,0
3.7765612863868325,3.8896281718893584,0
7.149972501030167,4.006569847306679,0
4.623119140846642,2.8708069983864437,0
-1.4563975661980662,2.518139051023339,1
-2.8141030500336575,-0.4241778879979312,1
3.5227073318211506,2.3044170286984818,0
-0.5680422591700598,2.5531720081888984,1
-2.6522878810506585,-0.5237064791248636,1
-6.070798199729175,-6.901176370750606,1
-0.5708469768295521,-0.39752663298285285,1
5.172314231913273,3.845428434864247,0
-5.320342951204239,-1.2287737957945661,1
2.767226131553635,3.232081751079311,0
6.827661840162094,2.585834803545791,0
5.5313851285632625,6.467941837746224,0
3.6970740845555783,2.619997560868753,0
7.161224557678544,7.246941006633737,0
4.284732545593756,4.66494139512178,0
5.167371963287256,3.2431178129423657,0
-0.386703493364394,1.8263608371240154,1
4.222480983371331,3.427587350823864,0
-6.839870218555052,-4.080689829960031,1
-0.81454465712571,3.969431088766923,1
-2.067753607344521,-0.24181217578109448,1
5.504127420444874,5.434287839445487,0
1.1398426923006646,-2.203290565350019,0
-0.895696760762438,-0.17730785242873925,1
7.748679775131662,3.7436728630498686,0
8.898610124616631,4.0823492981661,0
-5.081244637077759,-1.6262699187354812,1
6.003578390912528,3.615301268621197,0
7.8311139618120515,4.789023640455408,0
5.4800202854136355,7.4047308123603575,0
5.271759926462014,2.292683686398286,0
-0.37175793117443856,4.906118206472044,1
-1.4629840591510899,1.7276413428027726,1
4.5990902896687675,5.470184540599066,0
0.0006314875129120878,1.6893769174535054,1
6.8963096466630605,5.180276270514202,0
4.422546535316803,2.900889618507637,0
-4.705999672094311,-0.7745457963973204,1
-4.562517579668926,-2.447301201034007,1
0.19370849753024189,2.459827282745648,1
-7.719737809722075,-4.583339359574377,1
10.446992516832665,6.453715137026013,0
-5.265416767539799,-2.7882249646882484,1
6.1587237586035775,4.144513197747094,0
-2.6588472493446274,0.48162139879872545,1
-2.8679999093362496,-0.6974703883558253,1
-0.957779569854367,2.8217237130353148,1
-3.8496563400555734,-2.608741161785631,1
6.551708159477728,7.091421945588438,0
-1.6918694872840752,1.4329545954099816,1
5.778554044128468,2.6097778996617347,0
-2.4382031789917895,0.8631201587986177,1
-4.1400691648144985,-1.8478328014393992,1
5.41135600419039,3.2989720864921397,0
-4.679710143221751,-2.755912244747615,1
-0.6585092947510591,3.1035194285597782,1
4.334242560853495,4.430499320137887,0
5.105730899614159,3.3248030006885383,0
0.48942540046643845,2.4268427834872273,1
8.780097105544284,5.255318507829954,0
2.8458590836902475,3.4598756475791888,0
-1.525247258844084,-0.2755281522235469,1
-1.3723018194598113,3.455423112554847,0
6.627423172331133,5.880616592886519,0
-4.159849056532176,-2.8719116996166996,1
-3.2651220375799506,1.0276117999172283,1
-5.040355428123446,-4.037277053006749,1
-4.147270036690082,-0.223719268736978,1
-0.815443004676728,1.7801330464203815,1
3.5954444678751383,7.081285092681108,0
5.676954633613707,3.1458840787542806,0
-1.3373881672507348,2.7725148696726714,1
-5.5381753166172,-2.64720832242729,1
-2.101867584669119,1.9608911371638982,1
5.677830170688042,3.003033723033117,0
7.642483560729782,5.795270347808105,0
-4.2371370370996555,-0.9399509689941312,1
-1.2684678456916938,0.4185974026751148,1
3.1821973212442773,3.6899074611116416,0
-2.0806030981954224,2.771787859320359,1
