x1,x2,class
-1.33845383474315,-0.23413199770517423,1
1.4228380369519185,2.5585489592742237,0
-2.5770131423473672,-0.5472099990039073,1
-0.38237571585311336,0.026166130141036303,0
0.28692671122188607,1.505202655392913,1
-0.45363190378836693,-1.4255515320741927,1
4.264100543401364,3.808914542082771,0
-4.3355828618859915,-1.5827892848877503,1
2.324829615645787,0.6233138524436912,0
-1.0869915381406972,2.9745425183859497,1
1.9709020894183547,0.5539421456115454,0
-0.725579364844898,0.32540603012548996,1
-2.113383051409136,-0.025089735451669544,1
2.2868290885832883,1.6364167096932012,0
2.3561677954919116,1.1068693784151373,0
3.6669052708619048,2.556533442751263,0
1.9217288258315768,0.9282986731382556,0
3.753036930383457,1.6238439287699007,0
-1.918465156699382,-1.0756080091786453,1
-1.7705816189415864,0.9778855853885229,1
4.586437819740184,1.8908548484386656,0
-2.797466746700512,-1.0107285549326928,1
-1.9745240565033706,1.068625183642198,1
-1.175547108241633,5.470851540776961,1
-4.015799435151486,1.187779667598666,1
2.99112866661124,1.8365571014754873,0
0.41718880600160624,1.3207639117629313,1
4.500346058683528,2.7324278097628385,0
2.793251678146058,0.37908648169184844,0
1.500336516845256,2.968278354591481,0
4.341464177287834,1.9614617381565875,0
0.2959172178438587,2.542858224477596,0
3.0251630296422314,2.6901044247640122,0
3.294755111885189,1.5378729248275544,0
-3.2806482359370914,-0.45055222299525755,1
3.674965832902403,2.102553183726267,0
0.765243919492197,3.290318980903463,1
-1.963414584649013,-2.0913402984189995,1
-2.44578093126122,0.9184317003798841,1
2.0307923700548187,2.4650802095003064,0
8.031723936524678,0.8284333711746583,0
-3.5979302740743835,0.9904064197425793,1
1.7538236809092347,0.49749654395910303,0
1.0095202886086334,0.09186958677473323,0
0.012201079791124947,1.6414576662944824,1
2.6905601702331374,1.3058614388543344,0
1.18993119886627,0.978954839321678,0
1.0576244511130029,3.462355263473361,0
3.7177781935698504,1.010461879968136,0
-2.0211154420649846,-2.7439886965903333,1
-2.238989875495244,-0.4872211575497985,1
2.4653625848660834,2.935547125465149,0
-3.726917521031723,-0.30880402966801646,1
1.4617070414113684,1.641983311925571,0
3.8382819230877803,1.7391715415954168,0
-0.012728997936143571,1.0452041976542659,1
-0.8493158438723316,2.3064000119326282,1
-3.6022599873091234,-0.8631517083072267,1
1.4421844080405704,3.574766383133515,1
-0.9503538269293399,0.5033613100966736,0
-0.28343804760588887,2.4884580259145412,1
2.348381521824664,1.492894719571758,0
-1.5518693679078472,0.31880523512838393,1
-1.8294753764694576,1.1760170132052103,1
-2.2943315783712257,-1.250764203317853,1
-1.6331178072964927,2.4997126662097933,1
0.6784349474669158,2.769856893055355,0
-2.1307357082717,-0.29106951672385717,1
3.305834028104899,0.9156119277666335,0
-1.6159070911091697,0.05711912031566782,1
-1.0261193727580702,1.902956510021851,1
3.144835954658735,1.443808041150875,0
-0.8591639942148204,2.524367300303295,1
-2.478713198384625,-1.4301009245012395,1
3.1176290595043095,2.548128379642196,0
3.2847330498486516,1.6095360505371898,0
-3.9133401968241954,-0.8082850991434339,1
0.48229219331288053,0.7376107011428346,0
4.347132634365282,2.8070082819444706,0
-3.005382548160302,0.999119534624419,1
6.4584393534524835,4.91386246600733,0
1.2459801173911735,2.1265967102776937,0
-1.4300424164085777,2.664051641093996,1
-0.7161240186262154,-0.1501493459969861,1
-1.0267259675984408,3.442274819835284,1
-0.34673355077716383,0.6919654505061752,1
-2.868557235253868,-0.4600157416078644,1
2.1616352197218762,4.242920312402985,0
3.0885806438160066,1.2344647225702872,0
-1.9328897404976648,-1.2529743251901237,1
0.049260208000418526,2.3554396406948377,1
-1.4998753848633384,-0.7264681260924171,1
3.159568053139421,1.1626017761725378,0
0.7811230457310558,1.5763933935391616,0
-0.5527602935159175,1.2164813334047553,1
-2.9763835432609316,0.5081718118132512,1
4.0639476088220405,2.753855069933682,0
-1.185671484216103,-1.328552554255826,1
-2.6357078974806645,-0.2371865394178913,1
-1.5210976903150537,-2.715460948733313,1
1.0647318245480923,2.4146162850267032,0
3.3436062494694756,1.2327829314693597,0
-0.35492514002662556,2.6665726686095335,0
-2.134411091300245,-1.7168418975148747,1
3.0109795780837967,4.597673726595833,0
1.2147457324665947,2.070419127327289,0
5.211795681658598,0.9987085672434559,0
3.172300037471821,1.9138993481789515,0
3.7118427042178994,2.7825588257151592,0
4.1314533276274865,1.7232999099142865,0
3.4104187723889674,1.8950418439998273,0
-0.9316311728475575,1.9681391503578616,1
-2.8235134414388305,-2.001327494697388,1
-2.729834028979046,1.5311705631209487,1
2.45410194347427,0.06546926428688216,0
3.590268033442582,0.21638887028581655,0
-1.9901965204410925,-0.9590208776433494,1
1.6972191610419436,1.0908971113966441,0
